Taille;Morphologie;Methode;Nb_visites;Temps
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;2
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;2
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;2
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;2
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;2
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;2
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;2
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;0
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;1
200;ABR_quelconque;naif;200;1
200;ABR_quelconque;definition;200;1
200;ABR_quelconque;infixe;200;0
200;non_ABR_quelconque;naif;13;0
200;non_ABR_quelconque;definition;9;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;18;0
200;non_ABR_quelconque;definition;3;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;12;0
200;non_ABR_quelconque;definition;8;0
200;non_ABR_quelconque;infixe;4;0
200;non_ABR_quelconque;naif;12;0
200;non_ABR_quelconque;definition;11;0
200;non_ABR_quelconque;infixe;3;0
200;non_ABR_quelconque;naif;5;0
200;non_ABR_quelconque;definition;5;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;10;0
200;non_ABR_quelconque;definition;10;0
200;non_ABR_quelconque;infixe;3;0
200;non_ABR_quelconque;naif;10;0
200;non_ABR_quelconque;definition;10;0
200;non_ABR_quelconque;infixe;3;0
200;non_ABR_quelconque;naif;13;0
200;non_ABR_quelconque;definition;8;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;7;0
200;non_ABR_quelconque;definition;7;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;8;0
200;non_ABR_quelconque;definition;8;0
200;non_ABR_quelconque;infixe;4;0
200;non_ABR_quelconque;naif;6;0
200;non_ABR_quelconque;definition;6;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;9;0
200;non_ABR_quelconque;definition;9;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;8;0
200;non_ABR_quelconque;definition;8;0
200;non_ABR_quelconque;infixe;3;0
200;non_ABR_quelconque;naif;6;0
200;non_ABR_quelconque;definition;6;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;8;0
200;non_ABR_quelconque;definition;8;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;10;0
200;non_ABR_quelconque;definition;10;0
200;non_ABR_quelconque;infixe;3;0
200;non_ABR_quelconque;naif;7;0
200;non_ABR_quelconque;definition;7;0
200;non_ABR_quelconque;infixe;2;0
200;non_ABR_quelconque;naif;14;0
200;non_ABR_quelconque;definition;14;0
200;non_ABR_quelconque;infixe;6;0
200;non_ABR_quelconque;naif;12;0
200;non_ABR_quelconque;definition;12;0
200;non_ABR_quelconque;infixe;4;0
200;non_ABR_quelconque;naif;14;0
200;non_ABR_quelconque;definition;6;0
200;non_ABR_quelconque;infixe;3;0
500;ABR_presque_complet;naif;500;5
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;3
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;ABR_presque_complet;naif;500;4
500;ABR_presque_complet;definition;500;2
500;ABR_presque_complet;infixe;500;2
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;non_ABR_presque_complet;naif;13;0
500;non_ABR_presque_complet;definition;12;0
500;non_ABR_presque_complet;infixe;6;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;10;0
500;non_ABR_presque_complet;infixe;3;0
500;non_ABR_presque_complet;naif;10;0
500;non_ABR_presque_complet;definition;9;0
500;non_ABR_presque_complet;infixe;2;0
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;6
500;ABR_filiforme;infixe;500;5
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;7
500;ABR_filiforme;definition;500;4
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;4
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;4
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;7
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;7
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;6
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;ABR_filiforme;naif;500;7
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;5
500;ABR_filiforme;naif;500;7
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;5
500;ABR_filiforme;naif;500;7
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;5
500;ABR_filiforme;naif;500;7
500;ABR_filiforme;definition;500;5
500;ABR_filiforme;infixe;500;4
500;non_ABR_filiforme;naif;500;4
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;4
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;3;0
500;non_ABR_filiforme;naif;500;4
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;3;0
500;non_ABR_filiforme;naif;500;4
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;4
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;5;0
500;non_ABR_filiforme;naif;500;5
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;4;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;3;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;3;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;4;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;4;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;3;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;4;0
500;non_ABR_filiforme;naif;500;3
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;non_ABR_filiforme;naif;500;4
500;non_ABR_filiforme;definition;500;3
500;non_ABR_filiforme;infixe;2;0
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;3
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;3
500;ABR_quelconque;infixe;500;3
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;3
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;3
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;3
500;ABR_quelconque;infixe;500;4
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;5
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;3
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;3
500;ABR_quelconque;infixe;500;3
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;ABR_quelconque;naif;500;4
500;ABR_quelconque;definition;500;2
500;ABR_quelconque;infixe;500;2
500;non_ABR_quelconque;naif;22;0
500;non_ABR_quelconque;definition;4;0
500;non_ABR_quelconque;infixe;2;0
500;non_ABR_quelconque;naif;15;0
500;non_ABR_quelconque;definition;15;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;10;0
500;non_ABR_quelconque;definition;10;0
500;non_ABR_quelconque;infixe;2;0
500;non_ABR_quelconque;naif;7;0
500;non_ABR_quelconque;definition;7;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;6;0
500;non_ABR_quelconque;definition;6;0
500;non_ABR_quelconque;infixe;2;0
500;non_ABR_quelconque;naif;11;0
500;non_ABR_quelconque;definition;10;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;13;0
500;non_ABR_quelconque;definition;11;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;10;0
500;non_ABR_quelconque;definition;10;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;13;0
500;non_ABR_quelconque;definition;13;0
500;non_ABR_quelconque;infixe;6;0
500;non_ABR_quelconque;naif;10;0
500;non_ABR_quelconque;definition;6;0
500;non_ABR_quelconque;infixe;2;0
500;non_ABR_quelconque;naif;9;0
500;non_ABR_quelconque;definition;6;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;7;0
500;non_ABR_quelconque;definition;7;0
500;non_ABR_quelconque;infixe;2;0
500;non_ABR_quelconque;naif;7;0
500;non_ABR_quelconque;definition;7;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;14;0
500;non_ABR_quelconque;definition;14;0
500;non_ABR_quelconque;infixe;5;0
500;non_ABR_quelconque;naif;9;0
500;non_ABR_quelconque;definition;6;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;12;0
500;non_ABR_quelconque;definition;7;0
500;non_ABR_quelconque;infixe;3;0
500;non_ABR_quelconque;naif;11;0
500;non_ABR_quelconque;definition;9;0
500;non_ABR_quelconque;infixe;2;0
500;non_ABR_quelconque;naif;13;0
500;non_ABR_quelconque;definition;7;0
500;non_ABR_quelconque;infixe;4;0
500;non_ABR_quelconque;naif;11;0
500;non_ABR_quelconque;definition;11;0
500;non_ABR_quelconque;infixe;2;0
500;non_ABR_quelconque;naif;9;0
500;non_ABR_quelconque;definition;7;0
500;non_ABR_quelconque;infixe;3;0
1000;ABR_presque_complet;naif;1000;10
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;9
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;6
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;8
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;9
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;9
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;9
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;9
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;9
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;ABR_presque_complet;naif;1000;9
1000;ABR_presque_complet;definition;1000;5
1000;ABR_presque_complet;infixe;1000;4
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;3;0
1000;non_ABR_presque_complet;naif;14;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;4;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;3;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;3;0
1000;non_ABR_presque_complet;naif;14;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;4;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;10;0
1000;non_ABR_presque_complet;infixe;2;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;10;0
1000;non_ABR_presque_complet;infixe;2;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;3;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;3;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;10;0
1000;non_ABR_presque_complet;infixe;2;0
1000;non_ABR_presque_complet;naif;14;0
1000;non_ABR_presque_complet;definition;13;0
1000;non_ABR_presque_complet;infixe;6;0
1000;non_ABR_presque_complet;naif;14;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;4;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;10;0
1000;non_ABR_presque_complet;infixe;2;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;3;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;10;0
1000;non_ABR_presque_complet;infixe;2;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;3;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;11;0
1000;non_ABR_presque_complet;infixe;3;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;10;0
1000;non_ABR_presque_complet;infixe;2;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;10;0
1000;non_ABR_presque_complet;infixe;2;0
1000;non_ABR_presque_complet;naif;11;0
1000;non_ABR_presque_complet;definition;10;0
1000;non_ABR_presque_complet;infixe;2;0
1000;ABR_filiforme;naif;1000;14
1000;ABR_filiforme;definition;1000;11
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;16
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;14
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;10
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;14
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;14
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;14
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;9
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;11
1000;ABR_filiforme;infixe;1000;10
1000;ABR_filiforme;naif;1000;15
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;10
1000;ABR_filiforme;naif;1000;15
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;10
1000;ABR_filiforme;naif;1000;15
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;ABR_filiforme;naif;1000;13
1000;ABR_filiforme;definition;1000;10
1000;ABR_filiforme;infixe;1000;9
1000;non_ABR_filiforme;naif;1000;8
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;2;0
1000;non_ABR_filiforme;naif;1000;7
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;2;0
1000;non_ABR_filiforme;naif;1000;8
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;3;0
1000;non_ABR_filiforme;naif;1000;7
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;2;0
1000;non_ABR_filiforme;naif;1000;7
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;2;0
1000;non_ABR_filiforme;naif;1000;8
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;2;0
1000;non_ABR_filiforme;naif;1000;7
1000;non_ABR_filiforme;definition;1000;8
1000;non_ABR_filiforme;infixe;3;0
1000;non_ABR_filiforme;naif;1000;8
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;3;0
1000;non_ABR_filiforme;naif;1000;7
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;4;0
1000;non_ABR_filiforme;naif;1000;7
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;2;0
1000;non_ABR_filiforme;naif;1000;8
1000;non_ABR_filiforme;definition;1000;7
1000;non_ABR_filiforme;infixe;2;0
1000;non_ABR_filiforme;naif;1000;9
1000;non_ABR_filiforme;definition;1000;8
